accuracy,loss,val_accuracy,val_loss
0.5044503808021545,0.6980047225952148,0.540654718875885,0.69051593542099
0.5142412185668945,0.6938797831535339,0.5395987033843994,0.6919973492622375
0.5267022848129272,0.6926829218864441,0.5374867916107178,0.6893007755279541
0.5166889429092407,0.6921003460884094,0.5459345579147339,0.6882084608078003
0.5367156267166138,0.6918493509292603,0.5427666306495667,0.6886324882507324
0.5089007616043091,0.6922098994255066,0.5417106747627258,0.6880181431770325
0.534935474395752,0.69085693359375,0.5417106747627258,0.6880803108215332
0.5253671407699585,0.6908712387084961,0.5395987033843994,0.6888859272003174
0.52937251329422,0.6913646459579468,0.536430835723877,0.6899303793907166
0.5420560836791992,0.6901844143867493,0.5385427474975586,0.687499463558197
0.5213618278503418,0.6905192732810974,0.5427666306495667,0.688926100730896
0.534045398235321,0.6900627017021179,0.5385427474975586,0.6876060366630554
0.5398308634757996,0.6903833746910095,0.5385427474975586,0.6877087950706482
0.5198041796684265,0.6894676089286804,0.5438225865364075,0.6935250163078308
0.5369381308555603,0.6902399063110352,0.5395987033843994,0.6882113814353943
0.5364931225776672,0.6897009611129761,0.5417106747627258,0.6876757740974426
0.5331553220748901,0.6889607310295105,0.540654718875885,0.6878370046615601
0.5367156267166138,0.6902772188186646,0.5448785424232483,0.6892881989479065
0.5133511424064636,0.69002366065979,0.5480464696884155,0.6901723742485046
0.5347129702568054,0.6892086863517761,0.5459345579147339,0.6875977516174316
