threshold,accuracy,precision,recall,f1_score,roc_auc,true_negative,false_positive,false_negative,true_positive
0.5,0.5554382259767687,0.4716981132075472,0.12048192771084337,0.19193857965451055,0.5233354470513633,476,56,365,50
