accuracy,loss,val_accuracy,val_loss
0.5035603046417236,0.6981476545333862,0.5395987033843994,0.6885448694229126
0.5249221324920654,0.6932790875434875,0.5459345579147339,0.6892402172088623
0.5100133419036865,0.6926210522651672,0.540654718875885,0.6878909468650818
0.5267022848129272,0.6916930079460144,0.5417106747627258,0.6877517700195312
0.5291499495506287,0.6908860206604004,0.5395987033843994,0.6881528496742249
0.5398308634757996,0.6909564137458801,0.5438225865364075,0.6875799894332886
0.5233644843101501,0.691561758518219,0.540654718875885,0.6877367496490479
0.5300400257110596,0.6910434365272522,0.5459345579147339,0.6882739067077637
0.539608359336853,0.689654529094696,0.5427666306495667,0.689288318157196
0.5416110157966614,0.6898300647735596,0.536430835723877,0.6939905881881714
0.5378282070159912,0.6901752352714539,0.5448785424232483,0.6866751313209534
0.5302625894546509,0.6898381114006042,0.540654718875885,0.7038642168045044
0.5342679023742676,0.6903907656669617,0.5448785424232483,0.688407838344574
0.5331553220748901,0.6890490055084229,0.5491024255752563,0.6871933937072754
0.5284824371337891,0.690290629863739,0.5501583814620972,0.6873461008071899
0.5398308634757996,0.6886215806007385,0.5438225865364075,0.6891680955886841
0.5331553220748901,0.6902668476104736,0.5438225865364075,0.6867333054542542
0.5376057028770447,0.6894925236701965,0.5438225865364075,0.6866465210914612
0.5295950174331665,0.6892731785774231,0.5491024255752563,0.6872595548629761
0.5320427417755127,0.6887630820274353,0.5385427474975586,0.6927687525749207
0.5413885116577148,0.689240574836731,0.5522703528404236,0.6916201114654541
0.5336003303527832,0.6890138983726501,0.5501583814620972,0.6863309144973755
0.5364931225776672,0.6893811225891113,0.540654718875885,0.6868457794189453
0.5425010919570923,0.689111053943634,0.5459345579147339,0.687480628490448
0.5327102541923523,0.6893983483314514,0.5448785424232483,0.6866607666015625
0.543836236000061,0.6888471841812134,0.5459345579147339,0.6873076558113098
0.5318201780319214,0.6883828043937683,0.5448785424232483,0.6888918876647949
0.5393858551979065,0.6882287859916687,0.5501583814620972,0.6876166462898254
0.5327102541923523,0.6884742975234985,0.5491024255752563,0.6904885172843933
0.5327102541923523,0.6891688704490662,0.5480464696884155,0.687770664691925
0.5429461598396301,0.689131498336792,0.5480464696884155,0.6869149208068848
0.5315976738929749,0.6891164779663086,0.5385427474975586,0.687239408493042
