accuracy,loss,val_accuracy,val_loss
0.4979838728904724,0.7256520390510559,0.49126213788986206,0.7130581736564636
0.5060483813285828,0.7091069221496582,0.4718446731567383,0.7119238376617432
0.5229838490486145,0.7033200860023499,0.469902902841568,0.7087881565093994
0.5213709473609924,0.7036190629005432,0.49514561891555786,0.7072564959526062
0.5213709473609924,0.7028195261955261,0.49708738923072815,0.7078388929367065
0.5205644965171814,0.7017094492912292,0.50679612159729,0.7066342234611511
0.5318548679351807,0.6987740397453308,0.5106796026229858,0.7056933641433716
0.5370967984199524,0.6992254853248596,0.5242718458175659,0.7045405507087708
0.5350806713104248,0.6958470940589905,0.5145630836486816,0.704117476940155
0.5379032492637634,0.6972325444221497,0.5106796026229858,0.7066909074783325
0.539919376373291,0.6922392845153809,0.5009709000587463,0.707407534122467
0.5435484051704407,0.6934540867805481,0.50679612159729,0.7095895409584045
0.5532258152961731,0.6937177181243896,0.48737862706184387,0.7094364762306213
0.5427419543266296,0.6921016573905945,0.5106796026229858,0.7081940770149231
0.5592741966247559,0.6888675093650818,0.49902912974357605,0.7137520909309387
0.5451613068580627,0.6907103657722473,0.49514561891555786,0.7125734090805054
0.550000011920929,0.6908016204833984,0.49514561891555786,0.7119845747947693
0.5685483813285828,0.6871161460876465,0.5145630836486816,0.7143495678901672
0.5572580695152283,0.6857529282569885,0.48932039737701416,0.711991548538208
